user_id,tenant_company,tenant_first_name,tenant_name,owner_name,owner_email,tenant_gender,tenant_address,num_lot,monthly_rent,rent_balance,overdue_days,next_revision,end_date,nature,Départ
1,MATANEL,Jean-Marc,CATERNET,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,16,3970,0,0,6/1/2017,6/1/2017,Commercial 3 ans,6/1/2014
1,RICHARDSON,Bernard,CADU,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,17,110,0,0,1/1/2018,1/1/2019,Commercial 3 ans,1/1/2016
1,REACTIS,Laurence,CORTOT,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,18,4260,0,0,12/1/2017,12/1/2017,Commercial 3 ans,12/1/2014
1,GURKIN INVEST,Sylvain,RENAUDEAU,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,19,2040,0,0,12/16/2017,12/16/2019,Commercial 3 ans,12/16/2016
1,SBM DEVELOPPEMENT,Xavier,BROUSSE,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,20,570,0,0,10/1/2017,10/1/2017,Commercial 3 ans,10/1/2014
1,cerfrance normandie ouest,Pascal,DEMANGE,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,21,4700,0,0,2/1/2018,2/1/2020,Commercial 3 ans,2/1/2017
1,inconnu,Edouard,ETIENNE,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,22,2650,0,0,8/17/2017,8/17/2018,Commercial 3 ans,8/17/2015
1,ABSCIS - BERTIN CONSTRUCTION,Jean,HESSE,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,23,1500,0,0,11/1/2017,10/18/2017,Commercial 3 ans,10/18/2014
1,KEOLIS,Louis,LECHNER,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,24,4860,0,0,9/1/2017,9/1/2019,Commercial 3 ans,9/1/2016
1,CRÉDIT MUTUEL DE NORMANDIE,Christine,MERCIER,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,25,990,0,0,10/1/2017,10/1/2019,Commercial 3 ans,10/1/2016
1,ASSISTECO,Pascal,PEDUZZI,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,26,90,0,0,2/1/2018,2/1/2019,Commercial 3 ans,2/1/2016
1,SAINT-LOUIS SUCRE,Nadège,THIEBAUT,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,27,4970,0,0,4/1/2017,4/1/2019,Commercial 3 ans,4/1/2016
1,FRANCE EQUIPEMENT DE VEHICULES,Bruno,BOUFFORT,Anne MOREL,annemorel@gmail.com,F,16 Rue du Colisee,28,4800,0,0,2/1/2018,2/1/2018,Commercial 3 ans,2/1/2015
1,LÉA ET LÉO GROUPE,Sylvestre,SOINNE,Estelle BARRY,estellebarry@gmail.com,F,167 SAINT-CHARLES,999,1320,0,0,5/1/2017,5/1/2015,Commercial 3 ans,5/1/2012
1,CALCIA,Stanislas,GEIGER,David BENOMAR,davidbenomar@gmail.com,F,17 AV. DU Gal DE GAULLE,13,540,0,0,11/1/2017,11/1/2018,Commercial 3 ans,11/1/2015
1,AS U WISH,Christian,DUCLERCQ,David BENOMAR,davidbenomar@gmail.com,F,17 AV. DU Gal DE GAULLE,14,3650,0,0,1/18/2018,1/18/2019,Commercial 3 ans,1/18/2016
1,VINCI ENERGIES FRANCE COMMUNICATION & SYSTEMES,Edouard,TIERNY,David BENOMAR,davidbenomar@gmail.com,F,17 AV. DU Gal DE GAULLE,51,580,0,0,9/1/2017,9/1/2018,Commercial 3 ans,9/1/2015
1,GRANDSIRE TRAITEUR,Thierry,NAVREZ,Yves-Marie SPARFEL,yves-mariesparfel@gmail.com,F,17 RUE CLAVEL,153,4160,0,0,1/1/2018,1/1/2019,Commercial 3 ans,1/1/2016
1,DECATHLON REGION,Marc,HORNET,Eric JEAULT,ericjeault@gmail.com,F,17 Rue Eugene Gibez,1,2660,0,0,10/16/2017,10/16/2018,Commercial 3 ans,10/16/2015
1,FIDAL,Romuald,DE SUTTER,Eric JEAULT,ericjeault@gmail.com,F,17 Rue Eugene Gibez,2,3980,0,0,4/17/2017,4/17/2019,Commercial 3 ans,4/17/2016
1,LEGALLAIS,Olivier,MADINIER,Eric JEAULT,ericjeault@gmail.com,F,17 Rue Eugene Gibez,11,3330,0,0,11/6/2017,6/1/2018,Commercial 3 ans,6/1/2015
1,LOGIPAYS,Philippe,DENYS,Eric JEAULT,ericjeault@gmail.com,F,17 Rue Eugene Gibez,14,1870,0,0,11/6/2017,11/6/2017,Commercial 3 ans,11/6/2014
1,SARL PARTENAIRES PLUS,Marc,KUCHEIDA,Eric JEAULT,ericjeault@gmail.com,F,17 Rue Eugene Gibez,3,3440,0,0,7/1/2017,6/23/2019,Commercial 3 ans,6/23/2016
1,INTERFILTRE,Jeannine,CAULLIEZ,Raymond LAIZE,raymondlaize@gmail.com,F,17 RUE OLIVIER DE SERRES,84,2820,0,0,5/15/2017,5/15/2018,Commercial 3 ans,5/15/2015
1,MANPOWER,Christophe,ETIENNE,André-Jean TOURREL ,andré-jeantourrel@gmail.com,F,177 RUE DES PYRENNEES,43,4330,0,0,3/26/2018,3/26/2020,Commercial 3 ans,3/26/2017
1,parties liées,Bernard,JEDRZEJEWSKI,Lionel PATRU,lionelpatru@gmail.com,F,19 RUE D'ESTIENNE D'ORVES,7,400,0,0,10/27/2017,10/27/2017,Commercial 3 ans,10/27/2016
1,SCOTPA,Jean-Yves,DENIZOT,Fabrice LE FLOCH,fabricelefloch@gmail.com,F,19 RUE MONSIGNY,88,60,0,0,10/1/2017,10/1/2017,Commercial 3 ans,10/1/2014
1,SIGNALISATION DEVELOPPEMENT,Alex,GUEUDRY,Denis COMPAS,deniscompas@gmail.com,F,2 AV.EMILE ACOLLAS,2,3220,0,0,8/16/2017,8/16/2018,Commercial 3 ans,8/16/2015
1,DISTILLERIE DE LA PERRUGE,Serge,CHEVALIER,Xavier BOURDIN,xavierbourdin@gmail.com,F,2 Rue des Halles,5,750,0,0,7/26/2017,7/26/2019,Commercial 3 ans,7/26/2016
1,LES BOUCHAGES DELAGE SAS,Pierre,VALLETTE,Xavier BOURDIN,xavierbourdin@gmail.com,F,2 Rue des Halles,6,4730,0,0,12/1/2017,12/5/2018,Commercial 3 ans,12/5/2015
1,DISTILLERIE DE GIRONDE,Sandrine,NUSSE,Xavier BOURDIN,xavierbourdin@gmail.com,F,2 Rue des Halles,12,710,0,0,3/1/2018,3/1/2020,Commercial 3 ans,3/1/2017
1,DISTILLERIE YVON,Philippe,PEAN DE PONFILLY,Frédéric VIGHETTO,frédéricvighetto@gmail.com,F,2 RUE HENRI BOCQUILLON,32,2080,0,0,7/1/2017,7/1/2017,Commercial 3 ans,7/1/2014
1,DEMHOTEL,Stéphane,PROYE,Alain TAILLEBEAU,alaintaillebeau@gmail.com,F,2/8 RUE DU GENERAL HENRYS,188,1620,0,0,2/1/2018,2/1/2020,Commercial 3 ans,2/1/2017
1,TRANSPORTS BERNIS,Didier,TRANCART,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,5,1410,0,0,6/24/2017,6/24/2018,Commercial 3 ans,6/24/2015
1,JURICA,Christophe,HAMIDI,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,7,1040,0,0,10/1/2017,10/1/2017,Commercial 3 ans,10/1/2014
1,EXCO VALLIANCE,Stephanie,LUCAS,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,8,1020,0,0,7/16/2017,7/16/2018,Commercial 3 ans,7/16/2015
1,SUEZ/APROVAL,Ludovic,SANCIER,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,9,670,0,0,12/12/2017,12/12/2019,Commercial 3 ans,12/12/2016
1,SOCIETE GENERALE,Benoit,DELIRY,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,10,3820,0,0,6/25/2017,6/25/2018,Commercial 3 ans,6/25/2015
1,SELP SECURE,Stephane,MIGNOT,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,11,3450,0,0,11/21/2017,11/21/2019,Commercial 3 ans,11/21/2016
1,S.I.L.C. SA,Christine,HUYGHUES-DESPOINTES,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,12,2310,0,0,9/1/2017,10/15/2018,Commercial 3 ans,10/15/2015
1,ANALYSYS,Roland,HULOT,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,13,2200,0,0,3/1/2018,3/12/2020,Commercial 3 ans,3/12/2017
1,SAS EXPANSION,Patricia,LEPRINCE,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,14,600,0,0,5/16/2017,5/16/2017,Commercial 3 ans,5/16/2014
1,GARANDEAU SAS,Jean-Paul,BUNAN,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,15,2660,0,0,1/1/2018,1/15/2019,Commercial 3 ans,1/15/2016
1,SCACHAP - (PLATEFORME LOGISTIQUE E.LECLERC),Christophe,LOVY,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,16,110,0,0,11/1/2017,11/1/2019,Commercial 3 ans,11/1/2016
1,terre atlantique,Marc-Henri,BIRON,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,17,3410,0,0,8/8/2017,8/8/2019,Commercial 3 ans,8/8/2016
1,optymus,Maria,CLOCHARD,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,18,630,0,0,11/4/2017,11/4/2019,Commercial 3 ans,11/4/2016
1,MILCO SAS,Hugues,MERCIER,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,19,4010,0,0,12/1/2017,11/1/2017,Commercial 3 ans,11/1/2014
1,SOLUTIONS COMPETENCES,Bruno,BAILLY,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,20,3640,0,0,11/25/2017,11/25/2019,Commercial 3 ans,11/25/2016
1,COUTANT AQUARIUM,Pierre,DA SILVA,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,21,4860,0,0,7/28/2017,7/28/2018,Commercial 3 ans,7/28/2015
1,VINCI ENERGIES FRANCE,Brice,FERRY,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,22,3490,0,0,2/1/2018,2/4/2018,Commercial 3 ans,2/4/2015
1,SOCIÉTÉ DU DÉPÔT DE LA ROCHELLE,Alain,MANGENOT,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,25,1790,0,0,6/13/2017,6/13/2019,Commercial 3 ans,6/13/2016
1,COOKUP SOLUTIONS,Pascal,GUYOT,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,27,1970,0,0,11/1/2017,10/20/2017,Commercial 3 ans,10/20/2014
1,VEOLIA,Olivier,CAVAGNA,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,28,3330,0,0,2/1/2018,2/1/2018,Commercial 3 ans,2/1/2015
1,FINANCIERE ERETRIE,Nadine,DJIAN,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,30,4330,0,0,5/1/2017,5/1/2018,Commercial 3 ans,5/1/2015
1,EXCO VALLIANCE,Monique,COLIN,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,23,2370,0,0,5/1/2017,4/15/2018,Commercial 3 ans,4/15/2015
1,GALVA ATLANTIQUE,Alexander Mehdi,DELEAU,Rafiq DELANNOY,rafiqdelannoy@gmail.com,F,20 rue de Chambery,24,1250,0,0,11/1/2017,11/15/2018,Commercial 3 ans,11/15/2015
1,CEGELEC LA ROCHELLE,Véronique,GESP,Claude COULOMB,claudecoulomb@gmail.com,F,20 RUE MOLIERE,35,2680,0,0,10/27/2017,10/27/2017,Commercial 3 ans,10/27/2014
1,CENTRE HOSPITALIER DE LA ROCHELLE,Frédéric,MAUDUIT,Florian POMMIER,florianpommier@gmail.com,F,21 RUE DE L'ABBE GROULT,5,2850,0,0,3/27/2018,3/27/2018,Commercial 3 ans,3/27/2015
1,SARP SUD OUEST - SNATI,Pierre,DEGOS,Florian POMMIER,florianpommier@gmail.com,F,21 RUE DE L'ABBE GROULT,11,280,0,0,6/2/2017,6/2/2018,Commercial 3 ans,6/2/2015
1,GE SUPPORT FRANCE,Olivier,FORTEGUERRE,Florian POMMIER,florianpommier@gmail.com,F,21 RUE DE L'ABBE GROULT,14,1240,0,0,1/18/2018,1/18/2020,Commercial 3 ans,1/18/2017
1,ADEFIM LIMOUSION POITOU CHARENTES,Didier,BODET,Florian POMMIER,florianpommier@gmail.com,F,21 RUE DE L'ABBE GROULT,17,3760,0,0,8/28/2017,8/28/2019,Commercial 3 ans,8/28/2016
1,RESE - RÉGIE D'EXPLOITATION DES SERVICES D'EAU CHARENTE MARITIME,Sandrine,COLIN,Patrick FOURNIER,patrickfournier@gmail.com,F,21 RUE MALTE-BRUN,5,1140,0,0,8/12/2017,8/12/2019,Commercial 3 ans,8/12/2016
1,CHOGNOT SAS,Richard,STORY,Patrick FOURNIER,patrickfournier@gmail.com,F,21 RUE MALTE-BRUN,8,1460,0,0,3/15/2018,3/15/2018,Commercial 3 ans,3/15/2015
1,SARL SALBREUX PESAGE,Jean-Marc,VIDAL-SIMI,Patrick FOURNIER,patrickfournier@gmail.com,F,21 RUE MALTE-BRUN,9,4170,0,0,1/30/2018,1/30/2020,Commercial 3 ans,1/30/2017
1,SADIS S.A.,Yann,DEBOVE JAILLETTE,Yann LE BESCONTE,yannlebesconte@gmail.com,F,22 RUE EMILE DUBOIS,85,210,0,0,7/15/2017,7/15/2019,Commercial 3 ans,7/15/2016
1,hefed,Alain,COLIN,Claude PLANCHAIS,claudeplanchais@gmail.com,F,23 RUE BERNARD JUGAULT,1,4800,0,0,10/1/2017,1/1/2018,Commercial 3 ans,1/1/2015
1,inconnu,Grégory,VERQUIN,Josette CHAMPAUD,josettechampaud@gmail.com,F,237 RUE  LA CROIX NIVERT,62,2770,0,0,12/12/2017,12/12/2018,Commercial 3 ans,12/12/2015
1,LGB,Jean-Luc,ROQUETTE,Josette CHAMPAUD,josettechampaud@gmail.com,F,237 RUE  LA CROIX NIVERT,50,1370,0,0,10/1/2017,10/1/2017,Commercial 3 ans,10/1/2014
1,AIRMAX,Thibaut,BARBRY,Nicolas DEVILLE,nicolasdeville@gmail.com,F,239 RUE CROIX NIVERT,36,2390,0,0,3/1/2018,3/1/2019,Commercial 3 ans,3/1/2016
1,CLOUE SA,Anne,LEVY NOGUERES,Gilbert EL MERINI,gilbertelmerini@gmail.com,F,27 RUE GASSENDI,3,980,0,0,2/12/2018,11/1/2018,Commercial 3 ans,11/1/2015
1,JOSEPH MELLOT,Christèle,QUENOUILLE,Gilbert EL MERINI,gilbertelmerini@gmail.com,F,27 RUE GASSENDI,4,430,0,0,4/27/2017,4/27/2017,Commercial 3 ans,4/27/2014
1,SECO,Herve,DUCHESNE,Gilbert EL MERINI,gilbertelmerini@gmail.com,F,27 RUE GASSENDI,7,2890,0,0,8/1/2017,8/1/2017,Commercial 3 ans,8/1/2014
1,GEST ' HOTEL,Florence,VALOT,Gilbert EL MERINI,gilbertelmerini@gmail.com,F,27 RUE GASSENDI,9,2760,0,0,1/22/2018,1/22/2020,Commercial 3 ans,1/22/2017
1,AEB ELECTRICITÉ,Jean-Fabrice,HASSON,Gilbert EL MERINI,gilbertelmerini@gmail.com,F,27 RUE GASSENDI,10,2510,0,0,2/16/2018,2/16/2019,Commercial 3 ans,2/16/2016
1,MERRAIN CAMILLE GAUTHIER,Jean Luc,BENARD,Gilbert EL MERINI,gilbertelmerini@gmail.com,F,27 RUE GASSENDI,11,3980,0,0,3/4/2018,3/4/2019,Commercial 3 ans,3/4/2016
1,GROUPE GRITCHEN ASSURANCES,Laurent-Pierre,JESKE,Gilbert EL MERINI,gilbertelmerini@gmail.com,F,27 RUE GASSENDI,12,1730,0,0,9/4/2017,9/4/2018,Commercial 3 ans,9/4/2015
1,MICHELIN,Jérôme,AIRAULT,Gilbert EL MERINI,gilbertelmerini@gmail.com,F,27 RUE GASSENDI,13,2170,0,0,6/23/2017,6/23/2018,Commercial 3 ans,6/23/2015
1,PARKER HANNIFIN MANUFACTURING FRANCE,Dominique,DE BONCOURT,Gilbert EL MERINI,gilbertelmerini@gmail.com,F,27 RUE GASSENDI,14,330,0,0,12/9/2017,12/9/2017,Commercial 3 ans,12/9/2014
1,PROUÈS,Jean-Marc,VERLANT,Gilbert EL MERINI,gilbertelmerini@gmail.com,F,27 RUE GASSENDI,15,1860,0,0,9/26/2017,9/26/2017,Commercial 3 ans,9/26/2014
1,GEXXIA,Anne Marie,MORISSET,Ronan QUELLEC,ronanquellec@gmail.com,F,28 av de Suffren,140,2930,0,0,5/13/2017,5/13/2019,Commercial 3 ans,5/13/2016
1,GROUPE BROCHARD,Jacques,CRIBIER,Mohamed GUTH,mohamedguth@gmail.com,F,28 Rue Bouret,3,60,0,0,12/7/2017,12/7/2018,Commercial 3 ans,12/7/2015
1,SARL BISCUITERIE MERCIER,Laurent,VUILLET,Mohamed GUTH,mohamedguth@gmail.com,F,28 Rue Bouret,4,2590,0,0,7/10/2017,7/10/2018,Commercial 3 ans,7/10/2015
1,AXEREAL,Gilles,MASSELIN,Mohamed GUTH,mohamedguth@gmail.com,F,28 Rue Bouret,5,1730,0,0,3/1/2018,2/20/2018,Commercial 3 ans,2/20/2015
1,GROUPE MONIN SAS,Suzanne,SAUVAGE,Mohamed GUTH,mohamedguth@gmail.com,F,28 Rue Bouret,6,1090,0,0,11/1/2017,11/1/2018,Commercial 3 ans,11/1/2015
1,ERIC MORIN ENTREPRISES,Edwin,ORLOWSKI,Mohamed GUTH,mohamedguth@gmail.com,F,28 Rue Bouret,7,4000,0,0,12/15/2017,12/15/2019,Commercial 3 ans,12/15/2016
1,FRR - SPY FINANCE,Nicolas,HENRIOT,Mohamed GUTH,mohamedguth@gmail.com,F,28 Rue Bouret,8,2790,0,0,5/1/2017,5/1/2019,Commercial 3 ans,5/1/2016
1,UP&CYCLE,Jerome,KNAPIK,Mohamed GUTH,mohamedguth@gmail.com,F,28 Rue Bouret,9,4740,0,0,8/31/2017,8/31/2019,Commercial 3 ans,8/31/2016
1,GROUPE SIGNATURE,Frédérique,WATCHI,Mohamed GUTH,mohamedguth@gmail.com,F,28 Rue Bouret,10,3530,0,0,2/11/2018,2/11/2020,Commercial 3 ans,2/11/2017
1,SERCPI,Ludovic,Paris,Mohamed GUTH,mohamedguth@gmail.com,F,28 Rue Bouret,11,280,0,0,12/10/2017,12/10/2018,Commercial 3 ans,12/10/2015
1,SARL TALBOT,Pascal,MESSAGER,Mohamed GUTH,mohamedguth@gmail.com,F,28 Rue Bouret,12,2510,0,0,11/7/2017,11/7/2018,Commercial 3 ans,11/7/2015
1,asfo developpement limousin,Rémy,GERARD,Mohamed GUTH,mohamedguth@gmail.com,F,28 Rue Bouret,2,1430,0,0,11/9/2016,11/9/2017,Commercial 3 ans,11/9/2015
1,NCI ENVIRONNEMENT,André,RETHORE,Loick DANIEL,loickdaniel@gmail.com,F,28 Rue Duranton,2,190,0,0,1/18/2018,1/18/2019,Commercial 3 ans,1/18/2016
1,ACOM EXPERTISE CENTRE,Emmanuelle,LASSERRE,Loick DANIEL,loickdaniel@gmail.com,F,28 Rue Duranton,4,3810,0,0,3/20/2018,3/20/2019,Commercial 3 ans,3/20/2016
1,REVE VOYAGES,Ronan,DEBEAURAIN,Loick DANIEL,loickdaniel@gmail.com,F,28 Rue Duranton,5,2400,0,0,9/1/2017,9/1/2018,Commercial 3 ans,9/1/2015
1,SA CRP,Séverine,de GERMAY,Loick DANIEL,loickdaniel@gmail.com,F,28 Rue Duranton,6,3900,0,0,4/5/2017,4/5/2019,Commercial 3 ans,4/5/2016
1,SARL LES REMPARTS,Agnès,FALCOTET,Loick DANIEL,loickdaniel@gmail.com,F,28 Rue Duranton,7,1090,0,0,8/18/2017,8/18/2018,Commercial 3 ans,8/18/2015
1,SARL ANTAUR,Vincent,PIOTELAT,Loick DANIEL,loickdaniel@gmail.com,F,28 Rue Duranton,8,3600,0,0,1/18/2018,1/18/2019,Commercial 3 ans,1/18/2016
1,CENTRE IMPRESSION,Michel,DELAVAL,Loick DANIEL,loickdaniel@gmail.com,F,28 Rue Duranton,9,2930,0,0,7/1/2017,7/1/2018,Commercial 3 ans,7/1/2015
1,SAS DUBOIS ET ASSOCIES,Christophe,DE ROMEMONT,Loick DANIEL,loickdaniel@gmail.com,F,28 Rue Duranton,10,3710,0,0,6/1/2017,6/1/2018,Commercial 3 ans,6/1/2015
1,FRUISEC,Julien,LE MERLUS,Loick DANIEL,loickdaniel@gmail.com,F,28 Rue Duranton,11,2460,0,0,11/1/2017,11/1/2019,Commercial 3 ans,11/1/2016
1,RLCB,Michel,FAGUER,Loick DANIEL,loickdaniel@gmail.com,F,28 Rue Duranton,12,1920,0,0,7/8/2017,7/8/2017,Commercial 3 ans,7/8/2014
1,BERNIS GEODIS,Christine,FLEURY,Loick DANIEL,loickdaniel@gmail.com,F,28 Rue Duranton,13,2260,0,0,10/21/2017,10/21/2019,Commercial 3 ans,10/21/2016
1,TRM,Rémi,DRUART,Loick DANIEL,loickdaniel@gmail.com,F,28 Rue Duranton,14,430,0,0,12/29/2017,12/29/2017,Commercial 3 ans,12/29/2014
1,NOVASSAY,Hervé,KERVRAN,Loick DANIEL,loickdaniel@gmail.com,F,28 Rue Duranton,15,2510,0,0,5/21/2017,5/21/2019,Commercial 3 ans,5/21/2016
1,NOTARIAT SERVICES,Thomas,PICQUAERT,Loick DANIEL,loickdaniel@gmail.com,F,28 Rue Duranton,16,2700,0,0,1/15/2018,1/15/2019,Commercial 3 ans,1/15/2016
1,SUD OUEST ETALAGES,Philippe,MONESTIER,Pierre BUCHARD,pierrebuchard@gmail.com,F,29 Av de Lowendal,2,2690,0,0,11/22/2017,11/22/2019,Commercial 3 ans,11/22/2016
1,SARL FINANCIERE FRANCIS OBRY,Laurent,DERUDDER,Pierre BUCHARD,pierrebuchard@gmail.com,F,29 Av de Lowendal,3,2670,0,0,12/15/2017,12/15/2017,Commercial 3 ans,12/15/2014
1,C2MALU,Géraud,OFFROY,Pierre BUCHARD,pierrebuchard@gmail.com,F,29 Av de Lowendal,3,4640,0,0,3/7/2018,3/7/2020,Commercial 3 ans,3/7/2017
1,SPF JEAN SAURET,Thierry,RAOUL-DUVAL,Pierre BUCHARD,pierrebuchard@gmail.com,F,29 Av de Lowendal,4,100,0,0,5/2/2017,5/2/2017,Commercial 3 ans,5/2/2014
1,INOVEOS,Anne-Marie,DE BOISHEBERT,Pierre BUCHARD,pierrebuchard@gmail.com,F,29 Av de Lowendal,4,2940,0,0,8/19/2017,8/19/2019,Commercial 3 ans,8/19/2016
1,domaine vico,Ronan,MARTIN,Pierre BUCHARD,pierrebuchard@gmail.com,F,29 Av de Lowendal,5,2330,0,0,5/5/2017,5/5/2018,Commercial 3 ans,5/5/2015
1,inconnu,fanny,VANDEPUTTE,Pierre BUCHARD,pierrebuchard@gmail.com,F,29 Av de Lowendal,6,1690,0,0,12/14/2017,12/14/2019,Commercial 3 ans,12/14/2016
1,SOFIGEC,Vincent,HERNANDO,Pierre BUCHARD,pierrebuchard@gmail.com,F,29 Av de Lowendal,7,390,0,0,10/5/2017,10/5/2019,Commercial 3 ans,10/5/2016
1,KALICLEM,Thomas,BRASSEUR,Pierre BUCHARD,pierrebuchard@gmail.com,F,29 Av de Lowendal,9,4260,0,0,6/1/2017,6/1/2017,Commercial 3 ans,6/1/2014
1,AIR FRANCE,Jean-Stéphane,EBERLE,Pierre BUCHARD,pierrebuchard@gmail.com,F,29 Av de Lowendal,11,70,0,0,1/21/2018,7/8/2019,Commercial 3 ans,7/8/2016
1,CORSICA TOURS,Caroline,COUTURIER,Pierre BUCHARD,pierrebuchard@gmail.com,F,29 Av de Lowendal,12,120,0,0,6/5/2017,6/5/2018,Commercial 3 ans,6/5/2015
1,LA CLÉ DU NETTOYAGE,Luc,MULLER,Pierre BUCHARD,pierrebuchard@gmail.com,F,29 Av de Lowendal,26,1690,0,0,10/30/2017,10/30/2018,Commercial 3 ans,10/30/2015
1,OSCARO,Christophe,VIRTEL,Pierre BUCHARD,pierrebuchard@gmail.com,F,29 Av de Lowendal,27,3980,0,0,10/23/2017,10/23/2018,Commercial 3 ans,10/23/2015
1,SIAL MENUISERIE,Bruno,VITOUX,Michel GUILLIEC,michelguilliec@gmail.com,F,"29, Avenue de Lowendal",70,280,0,0,10/27/2017,10/27/2018,Commercial 3 ans,10/27/2015
1,LOTA MARITIME SA,Pascal,LESUEUR,Daniela KERN,danielakern@gmail.com,F,3 Bis & 5 Rue d'Alembert,6,2500,0,0,9/1/2017,8/28/2019,Commercial 3 ans,8/28/2016
1,"MUTUELLE FAMILIALE DE LA CORSE ""MFC""",Jean-Gabriel,ADRIAENSSENS,Thierry SCHELLENBERG,thierryschellenberg@gmail.com,F,3 Rue Fizeau,3,2470,0,0,7/27/2017,7/27/2018,Commercial 3 ans,7/27/2015
1,GÉOMÈTRE EXPERT FONCIER DPLG,Frédéric,HUAN-PINCON,Thierry SCHELLENBERG,thierryschellenberg@gmail.com,F,3 Rue Fizeau,4,2350,0,0,11/1/2017,11/1/2018,Commercial 3 ans,11/1/2015
1,CR DISTRIBUTION,Frederic,DAUDRUY,Thierry SCHELLENBERG,thierryschellenberg@gmail.com,F,3 Rue Fizeau,6,3700,0,0,7/1/2017,7/1/2017,Commercial 3 ans,7/1/2014
1,FERME MARINE DES SANGUINAIRES,Philippe,JARRY,Thierry SCHELLENBERG,thierryschellenberg@gmail.com,F,3 Rue Fizeau,8,40,0,0,6/10/2017,6/10/2019,Commercial 3 ans,6/10/2016
1,AXA DIAMANT,Patricia,COUERBE,Thierry SCHELLENBERG,thierryschellenberg@gmail.com,F,3 Rue Fizeau,9,1260,0,0,6/23/2017,6/23/2019,Commercial 3 ans,6/23/2016
1,CEPAC - CAISSE D'EPARGNE PROVENCE ALPES CORSE,William,FRECHIN,Thierry SCHELLENBERG,thierryschellenberg@gmail.com,F,3 Rue Fizeau,10,4180,0,0,8/14/2017,8/14/2017,Commercial 3 ans,8/14/2014
1,HOLDING ALXION 2,Alexis,LABEILLE,Thierry SCHELLENBERG,thierryschellenberg@gmail.com,F,3 Rue Fizeau,11,2890,0,0,10/1/2017,10/15/2019,Commercial 3 ans,10/15/2016
1,SARL VINGT + VINS,David,LAMBOLEY,Thierry SCHELLENBERG,thierryschellenberg@gmail.com,F,3 Rue Fizeau,12,4980,0,0,9/5/2017,9/5/2019,Commercial 3 ans,9/5/2016
1,cushman & wakefield,Sabine,CARRE,Thierry SCHELLENBERG,thierryschellenberg@gmail.com,F,3 Rue Fizeau,14,2370,0,0,12/1/2017,12/1/2019,Commercial 3 ans,12/1/2016
1,punch - costaudit,Richard,LECOMTE,Thierry SCHELLENBERG,thierryschellenberg@gmail.com,F,3 Rue Fizeau,25,860,0,0,6/1/2017,6/1/2018,Commercial 3 ans,6/1/2015
1,SAS CABINET ANDRE,Bruno,DU MESNIL GAILLARD,Michel DANESCHWAR ROUX,micheldaneschwarroux@gmail.com,F,3 RUE LAGARDE,4,1470,0,0,9/5/2017,9/5/2017,Commercial 3 ans,9/5/2014
1,FASTRING,Simon,CONFAVREUX,Elena FURLAN,elenafurlan@gmail.com,F,"3, rue Edouard Quenu",7,4070,0,0,7/1/2017,1/1/2019,Commercial 3 ans,1/1/2016
